Zip,Place Name,State,State Short,County,,,,,,
15549,Listie,Pennsylvania,PA,Somerset,111,,,40.0208,-79.0123,4
15551,Markleton,Pennsylvania,PA,Somerset,111,,,39.8691,-79.2879,4
15552,Meyersdale,Pennsylvania,PA,Somerset,111,,,39.7905,-79.0261,4
15553,New Baltimore,Pennsylvania,PA,Somerset,111,,,39.9828,-78.7719,4
15555,Quecreek,Pennsylvania,PA,Somerset,111,,,40.0914,-79.0872,4
15557,Rockwood,Pennsylvania,PA,Somerset,111,,,39.9373,-79.1865,4
15558,Salisbury,Pennsylvania,PA,Somerset,111,,,39.7531,-79.0835,4
15560,Shanksville,Pennsylvania,PA,Somerset,111,,,40.0171,-78.9077,4
15561,Sipesville,Pennsylvania,PA,Somerset,111,,,40.0964,-79.0902,4
15562,Springs,Pennsylvania,PA,Somerset,111,,,39.748,-79.1237,4
15563,Stoystown,Pennsylvania,PA,Somerset,111,,,40.0948,-78.9658,4
15564,Wellersburg,Pennsylvania,PA,Somerset,111,,,39.7299,-78.8441,4
15565,West Salisbury,Pennsylvania,PA,Somerset,111,,,39.7542,-79.095,4
15924,Cairnbrook,Pennsylvania,PA,Somerset,111,,,40.1149,-78.7851,4
15926,Central City,Pennsylvania,PA,Somerset,111,,,40.0913,-78.8448,4
15928,Davidsville,Pennsylvania,PA,Somerset,111,,,40.2245,-78.9363,4
15935,Hollsopple,Pennsylvania,PA,Somerset,111,,,40.2343,-78.9515,4
15936,Hooversville,Pennsylvania,PA,Somerset,111,,,40.1488,-78.9141,4
15937,Jerome,Pennsylvania,PA,Somerset,111,,,40.2084,-78.9873,4
15953,Seanor,Pennsylvania,PA,Somerset,111,,,40.212,-78.8984,4
15959,Tire Hill,Pennsylvania,PA,Somerset,111,,,40.268,-78.9156,4
15963,Windber,Pennsylvania,PA,Somerset,111,,,40.2287,-78.8303,4
17731,Eagles Mere,Pennsylvania,PA,Sullivan,113,,,41.4109,-76.5819,4
17758,Muncy Valley,Pennsylvania,PA,Sullivan,113,,,41.3426,-76.5852,4
17768,Shunk,Pennsylvania,PA,Sullivan,113,,,41.5536,-76.7455,4
18614,Dushore,Pennsylvania,PA,Sullivan,113,,,41.5232,-76.4021,4
18616,Forksville,Pennsylvania,PA,Sullivan,113,,,41.5269,-76.6008,4
18619,Hillsgrove,Pennsylvania,PA,Sullivan,113,,,41.4482,-76.6979,4
18626,Laporte,Pennsylvania,PA,Sullivan,113,,,41.4329,-76.5169,4
18628,Lopez,Pennsylvania,PA,Sullivan,113,,,41.418,-76.3002,4
18632,Mildred,Pennsylvania,PA,Sullivan,113,,,41.4792,-76.3831,4
18413,Clifford,Pennsylvania,PA,Susquehanna,115,,,41.649,-75.5988,4
18421,Forest City,Pennsylvania,PA,Susquehanna,115,,,41.6515,-75.4666,4
18430,Herrick Center,Pennsylvania,PA,Susquehanna,115,,,41.742,-75.4894,4
18441,Lenoxville,Pennsylvania,PA,Susquehanna,115,,,41.6595,-75.6282,4
18465,Thompson,Pennsylvania,PA,Susquehanna,115,,,41.834,-75.5342,4
18470,Union Dale,Pennsylvania,PA,Susquehanna,115,,,41.7079,-75.5465,4
18801,Montrose,Pennsylvania,PA,Susquehanna,115,,,41.8396,-75.8821,4
18812,Brackney,Pennsylvania,PA,Susquehanna,115,,,41.9666,-75.9375,4
18813,Brooklyn,Pennsylvania,PA,Susquehanna,115,,,41.7512,-75.8069,4
18816,Dimock,Pennsylvania,PA,Susquehanna,115,,,41.7465,-75.8983,4
18818,Friendsville,Pennsylvania,PA,Susquehanna,115,,,41.9164,-76.0257,4
18820,Gibson,Pennsylvania,PA,Susquehanna,115,,,41.8034,-75.6441,4
18821,Great Bend,Pennsylvania,PA,Susquehanna,115,,,41.9717,-75.7432,4
18822,Hallstead,Pennsylvania,PA,Susquehanna,115,,,41.9598,-75.7826,4
18823,Harford,Pennsylvania,PA,Susquehanna,115,,,41.7761,-75.6935,4
18824,Hop Bottom,Pennsylvania,PA,Susquehanna,115,,,41.6932,-75.7897,4
18825,Jackson,Pennsylvania,PA,Susquehanna,115,,,41.8203,-75.8046,4
18826,Kingsley,Pennsylvania,PA,Susquehanna,115,,,41.7659,-75.7831,4
18827,Lanesboro,Pennsylvania,PA,Susquehanna,115,,,41.957,-75.5849,4
18828,Lawton,Pennsylvania,PA,Susquehanna,115,,,41.7573,-76.0912,4
18830,Little Meadows,Pennsylvania,PA,Susquehanna,115,,,41.9766,-76.1185,4
18834,New Milford,Pennsylvania,PA,Susquehanna,115,,,41.8664,-75.7171,4
18842,South Gibson,Pennsylvania,PA,Susquehanna,115,,,41.7342,-75.6302,4
18843,South Montrose,Pennsylvania,PA,Susquehanna,115,,,41.7973,-75.8913,4
18844,Springville,Pennsylvania,PA,Susquehanna,115,,,41.7147,-75.9025,4
18847,Susquehanna,Pennsylvania,PA,Susquehanna,115,,,41.9487,-75.5862,4
16901,Wellsboro,Pennsylvania,PA,Tioga,117,,,41.7373,-77.308,4
16911,Arnot,Pennsylvania,PA,Tioga,117,,,41.6626,-77.123,4
16912,Blossburg,Pennsylvania,PA,Tioga,117,,,41.6698,-77.0797,4
16917,Covington,Pennsylvania,PA,Tioga,117,,,41.7448,-77.0772,4
16920,Elkland,Pennsylvania,PA,Tioga,117,,,41.9882,-77.3134,4
16921,Gaines,Pennsylvania,PA,Tioga,117,,,41.7471,-77.568,4
16928,Knoxville,Pennsylvania,PA,Tioga,117,,,41.9596,-77.4357,4
16929,Lawrenceville,Pennsylvania,PA,Tioga,117,,,41.9783,-77.1136,4
16930,Liberty,Pennsylvania,PA,Tioga,117,,,41.5656,-77.1195,4
16932,Mainesburg,Pennsylvania,PA,Tioga,117,,,41.784,-76.9983,4
16933,Mansfield,Pennsylvania,PA,Tioga,117,,,41.8123,-77.0716,4
16935,Middlebury Center,Pennsylvania,PA,Tioga,117,,,41.8664,-77.3128,4
16936,Millerton,Pennsylvania,PA,Tioga,117,,,41.9625,-76.9748,4
16938,Morris,Pennsylvania,PA,Tioga,117,,,41.5475,-77.292,4
16939,Morris Run,Pennsylvania,PA,Tioga,117,,,41.6775,-77.0152,4
16940,Nelson,Pennsylvania,PA,Tioga,117,,,41.9787,-77.2419,4
16942,Osceola,Pennsylvania,PA,Tioga,117,,,41.9848,-77.354,4
16943,Sabinsville,Pennsylvania,PA,Tioga,117,,,41.8408,-77.6155,4
16946,Tioga,Pennsylvania,PA,Tioga,117,,,41.9125,-77.1393,4
16950,Westfield,Pennsylvania,PA,Tioga,117,,,41.9193,-77.523,4
17765,Roaring Branch,Pennsylvania,PA,Tioga,117,,,41.5692,-76.9421,4
17810,Allenwood,Pennsylvania,PA,Union,119,,,41.1264,-76.9724,4
17829,Hartleton,Pennsylvania,PA,Union,119,,,40.9005,-77.1558,4
17835,Laurelton,Pennsylvania,PA,Union,119,,,40.8831,-77.1986,4
17837,Lewisburg,Pennsylvania,PA,Union,119,,,40.9702,-76.9099,4
17844,Mifflinburg,Pennsylvania,PA,Union,119,,,40.9218,-77.0505,4
17845,Millmont,Pennsylvania,PA,Union,119,,,40.8803,-77.1941,4
17855,New Berlin,Pennsylvania,PA,Union,119,,,40.8802,-76.9861,4
17856,New Columbia,Pennsylvania,PA,Union,119,,,41.0541,-76.9019,4
17880,Swengel,Pennsylvania,PA,Union,119,,,40.8923,-77.1266,4
17883,Vicksburg,Pennsylvania,PA,Union,119,,,40.9387,-76.988,4
17885,Weikert,Pennsylvania,PA,Union,119,,,40.8584,-77.2953,4
17886,West Milton,Pennsylvania,PA,Union,119,,,41.0179,-76.8708,4
17887,White Deer,Pennsylvania,PA,Union,119,,,41.0759,-76.8747,4
17889,Winfield,Pennsylvania,PA,Union,119,,,40.8908,-76.8718,4
16301,Oil City,Pennsylvania,PA,Venango,121,,,41.4319,-79.6916,4
16317,Cooperstown,Pennsylvania,PA,Venango,121,,,41.498,-79.8757,4
16319,Cranberry,Pennsylvania,PA,Venango,121,,,41.3197,-79.6317,4
16323,Franklin,Pennsylvania,PA,Venango,121,,,41.4048,-79.8309,4
16341,Pleasantville,Pennsylvania,PA,Venango,121,,,41.5867,-79.5685,4
16342,Polk,Pennsylvania,PA,Venango,121,,,41.3583,-79.9346,4
16343,Reno,Pennsylvania,PA,Venango,121,,,41.411,-79.7493,4
16344,Rouseville,Pennsylvania,PA,Venango,121,,,41.4717,-79.6881,4
16346,Seneca,Pennsylvania,PA,Venango,121,,,41.3744,-79.6759,4
16362,Utica,Pennsylvania,PA,Venango,121,,,41.4798,-79.9403,4
16364,Venus,Pennsylvania,PA,Venango,121,,,41.3761,-79.5048,4
16372,Clintonville,Pennsylvania,PA,Venango,121,,,41.2002,-79.8734,4
16373,Emlenton,Pennsylvania,PA,Venango,121,,,41.2028,-79.747,4
16374,Kennerdell,Pennsylvania,PA,Venango,121,,,41.2848,-79.7393,4
16312,Chandlers Valley,Pennsylvania,PA,Warren,123,,,41.9358,-79.3097,4
16313,Clarendon,Pennsylvania,PA,Warren,123,,,41.7302,-79.1719,4
16329,Irvine,Pennsylvania,PA,Warren,123,,,41.8117,-79.2643,4
16340,Pittsfield,Pennsylvania,PA,Warren,123,,,41.8366,-79.4196,4
16345,Russell,Pennsylvania,PA,Warren,123,,,41.9461,-79.1271,4
16347,Sheffield,Pennsylvania,PA,Warren,123,,,41.7005,-79.0348,4
16350,Sugar Grove,Pennsylvania,PA,Warren,123,,,41.9475,-79.3186,4
16351,Tidioute,Pennsylvania,PA,Warren,123,,,41.703,-79.3752,4
16352,Tiona,Pennsylvania,PA,Warren,123,,,41.7434,-79.0528,4
16365,Warren,Pennsylvania,PA,Warren,123,,,41.8436,-79.1726,4
16366,Warren,Pennsylvania,PA,Warren,123,,,41.8439,-79.145,4
16367,Warren,Pennsylvania,PA,Warren,123,,,41.8439,-79.145,4
16368,Irvine,Pennsylvania,PA,Warren,123,,,41.8117,-79.2643,4
16369,Irvine,Pennsylvania,PA,Warren,123,,,41.8117,-79.2643,4
16371,Youngsville,Pennsylvania,PA,Warren,123,,,41.8537,-79.3187,4
16402,Bear Lake,Pennsylvania,PA,Warren,123,,,41.9701,-79.4614,4
16405,Columbus,Pennsylvania,PA,Warren,123,,,41.9382,-79.5731,4
16416,Garland,Pennsylvania,PA,Warren,123,,,41.8188,-79.4463,4
16420,Grand Valley,Pennsylvania,PA,Warren,123,,,41.6963,-79.5473,4
16436,Spring Creek,Pennsylvania,PA,Warren,123,,,41.92,-79.4482,4
15004,Atlasburg,Pennsylvania,PA,Washington,125,,,40.3413,-80.3822,4
15019,Bulger,Pennsylvania,PA,Washington,125,,,40.4051,-80.3622,4
15021,Burgettstown,Pennsylvania,PA,Washington,125,,,40.3821,-80.4044,4
15022,Charleroi,Pennsylvania,PA,Washington,125,,,40.1404,-79.92,4
15033,Donora,Pennsylvania,PA,Washington,125,,,40.1768,-79.8619,4
15038,Elrama,Pennsylvania,PA,Washington,125,,,40.2521,-79.9252,4
15053,Joffre,Pennsylvania,PA,Washington,125,,,40.38,-80.3605,4
15054,Langeloth,Pennsylvania,PA,Washington,125,,,40.3625,-80.4086,4
15055,Lawrence,Pennsylvania,PA,Washington,125,,,40.3058,-80.1219,4
15057,Mc Donald,Pennsylvania,PA,Washington,125,,,40.3697,-80.2562,1
15060,Midway,Pennsylvania,PA,Washington,125,,,40.368,-80.2921,4
15063,Monongahela,Pennsylvania,PA,Washington,125,,,40.1937,-79.9241,4
15067,New Eagle,Pennsylvania,PA,Washington,125,,,40.2066,-79.9534,4
15078,Slovan,Pennsylvania,PA,Washington,125,,,40.3584,-80.3879,4
15301,Washington,Pennsylvania,PA,Washington,125,,,40.1717,-80.256,4
15311,Amity,Pennsylvania,PA,Washington,125,,,40.0498,-80.1681,4
15312,Avella,Pennsylvania,PA,Washington,125,,,40.2734,-80.4565,4
15313,Beallsville,Pennsylvania,PA,Washington,125,,,40.0655,-80.0221,4
15314,Bentleyville,Pennsylvania,PA,Washington,125,,,40.1187,-80.007,4
15317,Canonsburg,Pennsylvania,PA,Washington,125,,,40.2706,-80.1668,4
15321,Cecil,Pennsylvania,PA,Washington,125,,,40.3234,-80.1879,4
15323,Claysville,Pennsylvania,PA,Washington,125,,,40.1179,-80.4103,4
15324,Cokeburg,Pennsylvania,PA,Washington,125,,,40.1008,-80.0652,4
15329,Prosperity,Pennsylvania,PA,Washington,125,,,40.0224,-80.2613,4
15330,Eighty Four,Pennsylvania,PA,Washington,125,,,40.1868,-80.0627,4
15331,Ellsworth,Pennsylvania,PA,Washington,125,,,40.1073,-80.0204,4
15332,Finleyville,Pennsylvania,PA,Washington,125,,,40.2593,-79.9753,4
15333,Fredericktown,Pennsylvania,PA,Washington,125,,,40.0026,-79.9981,4
15336,Gastonville,Pennsylvania,PA,Washington,125,,,40.2601,-79.9927,4
15339,Hendersonville,Pennsylvania,PA,Washington,125,,,40.3018,-80.1543,4
15340,Hickory,Pennsylvania,PA,Washington,125,,,40.2925,-80.3025,4
15342,Houston,Pennsylvania,PA,Washington,125,,,40.2425,-80.2209,4
15345,Marianna,Pennsylvania,PA,Washington,125,,,40.0331,-80.1145,4
15347,Meadow Lands,Pennsylvania,PA,Washington,125,,,40.2174,-80.2269,4
15348,Millsboro,Pennsylvania,PA,Washington,125,,,39.9867,-79.9937,4
15350,Muse,Pennsylvania,PA,Washington,125,,,40.2928,-80.2003,4
15358,Richeyville,Pennsylvania,PA,Washington,125,,,40.0563,-79.9926,4
15360,Scenery Hill,Pennsylvania,PA,Washington,125,,,40.0859,-80.0703,4
15361,Southview,Pennsylvania,PA,Washington,125,,,40.3282,-80.2563,4
15363,Strabane,Pennsylvania,PA,Washington,125,,,40.2505,-80.1984,4
15365,Taylorstown,Pennsylvania,PA,Washington,125,,,40.1611,-80.3781,4
15366,Van Voorhis,Pennsylvania,PA,Washington,125,,,40.1562,-79.9742,4
15367,Venetia,Pennsylvania,PA,Washington,125,,,40.2755,-80.0598,4
15368,Vestaburg,Pennsylvania,PA,Washington,125,,,40.0144,-79.9889,4
15376,West Alexander,Pennsylvania,PA,Washington,125,,,40.1065,-80.4978,4
15377,West Finley,Pennsylvania,PA,Washington,125,,,39.9914,-80.4408,4
15378,Westland,Pennsylvania,PA,Washington,125,,,40.2775,-80.2731,4
15379,West Middletown,Pennsylvania,PA,Washington,125,,,40.2417,-80.4242,4
15412,Allenport,Pennsylvania,PA,Washington,125,,,40.0959,-79.8499,4
15419,California,Pennsylvania,PA,Washington,125,,,40.0625,-79.8953,4
15423,Coal Center,Pennsylvania,PA,Washington,125,,,40.0973,-79.8839,4
15427,Daisytown,Pennsylvania,PA,Washington,125,,,40.0743,-79.967,4
15429,Denbo,Pennsylvania,PA,Washington,125,,,40.0081,-79.9392,4
15432,Dunlevy,Pennsylvania,PA,Washington,125,,,40.1151,-79.8627,4
15434,Elco,Pennsylvania,PA,Washington,125,,,40.0797,-79.8758,4
15477,Roscoe,Pennsylvania,PA,Washington,125,,,40.0787,-79.8656,4
15483,Stockdale,Pennsylvania,PA,Washington,125,,,40.0826,-79.8501,4
18405,Beach Lake,Pennsylvania,PA,Wayne,127,,,41.6034,-75.1165,4
18415,Damascus,Pennsylvania,PA,Wayne,127,,,41.7366,-75.1312,4
18417,Equinunk,Pennsylvania,PA,Wayne,127,,,41.8117,-75.1891,4
18424,Gouldsboro,Pennsylvania,PA,Wayne,127,,,41.2448,-75.5037,4
18427,Hamlin,Pennsylvania,PA,Wayne,127,,,41.4047,-75.4069,4
18428,Hawley,Pennsylvania,PA,Wayne,127,,,41.4787,-75.1978,4
18431,Honesdale,Pennsylvania,PA,Wayne,127,,,41.5792,-75.2528,4
18436,Lake Ariel,Pennsylvania,PA,Wayne,127,,,41.4395,-75.4313,4
18437,Lake Como,Pennsylvania,PA,Wayne,127,,,41.8666,-75.3231,4
18438,Lakeville,Pennsylvania,PA,Wayne,127,,,41.4223,-75.2607,4
18439,Lakewood,Pennsylvania,PA,Wayne,127,,,41.8171,-75.3838,4
18443,Milanville,Pennsylvania,PA,Wayne,127,,,41.667,-75.1185,4
18445,Newfoundland,Pennsylvania,PA,Wayne,127,,,41.3041,-75.3384,4
18449,Orson,Pennsylvania,PA,Wayne,127,,,41.8137,-75.448,4
18453,Pleasant Mount,Pennsylvania,PA,Wayne,127,,,41.7322,-75.3989,4
18454,Poyntelle,Pennsylvania,PA,Wayne,127,,,41.8206,-75.4199,4
18455,Preston Park,Pennsylvania,PA,Wayne,127,,,41.8867,-75.356,4
18456,Prompton,Pennsylvania,PA,Wayne,127,,,41.582,-75.3207,4
18459,South Canaan,Pennsylvania,PA,Wayne,127,,,41.616,-75.2747,4
18460,South Sterling,Pennsylvania,PA,Wayne,127,,,41.2643,-75.348,4
18461,Starlight,Pennsylvania,PA,Wayne,127,,,41.9251,-75.3212,4
18462,Starrucca,Pennsylvania,PA,Wayne,127,,,41.8907,-75.449,4
18463,Sterling,Pennsylvania,PA,Wayne,127,,,41.3412,-75.3899,4
18469,Tyler Hill,Pennsylvania,PA,Wayne,127,,,41.7011,-75.1422,4
18472,Waymart,Pennsylvania,PA,Wayne,127,,,41.5703,-75.4065,4
18473,White Mills,Pennsylvania,PA,Wayne,127,,,41.5262,-75.2035,4
15062,Monessen,Pennsylvania,PA,Westmoreland,129,,,40.1524,-79.8835,4
15068,New Kensington,Pennsylvania,PA,Westmoreland,129,,,40.5616,-79.7129,4
15069,New Kensington,Pennsylvania,PA,Westmoreland,129,,,40.5698,-79.7648,4
15072,Pricedale,Pennsylvania,PA,Westmoreland,129,,,40.1393,-79.8562,4
15083,Sutersville,Pennsylvania,PA,Westmoreland,129,,,40.2382,-79.7922,4
15085,Trafford,Pennsylvania,PA,Westmoreland,129,,,40.3857,-79.7223,4
15087,Webster,Pennsylvania,PA,Westmoreland,129,,,40.1851,-79.8487,4
15089,West Newton,Pennsylvania,PA,Westmoreland,129,,,40.2075,-79.758,4
15448,Jacobs Creek,Pennsylvania,PA,Westmoreland,129,,,40.1331,-79.7417,4
15479,Smithton,Pennsylvania,PA,Westmoreland,129,,,40.1553,-79.7381,4
15601,Greensburg,Pennsylvania,PA,Westmoreland,129,,,40.3074,-79.5424,4
15605,Greensburg,Pennsylvania,PA,Westmoreland,129,,,40.3602,-79.4398,4
15606,Greensburg,Pennsylvania,PA,Westmoreland,129,,,40.3015,-79.5389,4
15610,Acme,Pennsylvania,PA,Westmoreland,129,,,40.1201,-79.4051,4
15611,Adamsburg,Pennsylvania,PA,Westmoreland,129,,,40.3126,-79.6565,4
15612,Alverton,Pennsylvania,PA,Westmoreland,129,,,40.1373,-79.5997,4
15613,Apollo,Pennsylvania,PA,Westmoreland,129,,,40.5565,-79.5772,4
15615,Ardara,Pennsylvania,PA,Westmoreland,129,,,40.3578,-79.735,4
15616,Armbrust,Pennsylvania,PA,Westmoreland,129,,,40.2237,-79.5512,4
15617,Arona,Pennsylvania,PA,Westmoreland,129,,,40.268,-79.6591,4
15618,Avonmore,Pennsylvania,PA,Westmoreland,129,,,40.5221,-79.4853,4
15619,Bovard,Pennsylvania,PA,Westmoreland,129,,,40.3198,-79.5034,4
15620,Bradenville,Pennsylvania,PA,Westmoreland,129,,,40.3238,-79.3434,4
15621,Calumet,Pennsylvania,PA,Westmoreland,129,,,40.2109,-79.4853,4
15622,Champion,Pennsylvania,PA,Westmoreland,129,,,40.044,-79.3247,4
15623,Claridge,Pennsylvania,PA,Westmoreland,129,,,40.3692,-79.619,4
15624,Crabtree,Pennsylvania,PA,Westmoreland,129,,,40.3623,-79.4706,4
15625,Darragh,Pennsylvania,PA,Westmoreland,129,,,40.2665,-79.6787,4
15626,Delmont,Pennsylvania,PA,Westmoreland,129,,,40.4139,-79.5764,4
15627,Derry,Pennsylvania,PA,Westmoreland,129,,,40.3349,-79.3326,4
15628,Donegal,Pennsylvania,PA,Westmoreland,129,,,40.0996,-79.381,4
15629,East Vandergrift,Pennsylvania,PA,Westmoreland,129,,,40.598,-79.5624,4
15632,Export,Pennsylvania,PA,Westmoreland,129,,,40.4252,-79.611,4
15633,Forbes Road,Pennsylvania,PA,Westmoreland,129,,,40.354,-79.5217,4
15634,Grapeville,Pennsylvania,PA,Westmoreland,129,,,40.3239,-79.6049,4
15635,Hannastown,Pennsylvania,PA,Westmoreland,129,,,40.352,-79.4979,4
15636,Harrison City,Pennsylvania,PA,Westmoreland,129,,,40.366,-79.6565,4
15637,Herminie,Pennsylvania,PA,Westmoreland,129,,,40.2455,-79.7172,4
15638,Hostetter,Pennsylvania,PA,Westmoreland,129,,,40.2662,-79.3984,4
15639,Hunker,Pennsylvania,PA,Westmoreland,129,,,40.2149,-79.5824,4
15640,Hutchinson,Pennsylvania,PA,Westmoreland,129,,,40.2251,-79.7328,4
15641,Hyde Park,Pennsylvania,PA,Westmoreland,129,,,40.6311,-79.5899,4
15642,Irwin,Pennsylvania,PA,Westmoreland,129,,,40.3191,-79.7205,4
15644,Jeannette,Pennsylvania,PA,Westmoreland,129,,,40.3295,-79.6144,4
15646,Jones Mills,Pennsylvania,PA,Westmoreland,129,,,40.0889,-79.3427,4
15647,Larimer,Pennsylvania,PA,Westmoreland,129,,,40.3453,-79.7264,4
15650,Latrobe,Pennsylvania,PA,Westmoreland,129,,,40.2926,-79.4103,4
15655,Laughlintown,Pennsylvania,PA,Westmoreland,129,,,40.212,-79.1978,4
15658,Ligonier,Pennsylvania,PA,Westmoreland,129,,,40.2431,-79.2375,4
15660,Lowber,Pennsylvania,PA,Westmoreland,129,,,40.2459,-79.7709,4
15661,Loyalhanna,Pennsylvania,PA,Westmoreland,129,,,40.3222,-79.3601,4
15662,Luxor,Pennsylvania,PA,Westmoreland,129,,,40.3342,-79.4781,4
15663,Madison,Pennsylvania,PA,Westmoreland,129,,,40.2467,-79.676,4
15664,Mammoth,Pennsylvania,PA,Westmoreland,129,,,40.3108,-79.6172,4
15665,Manor,Pennsylvania,PA,Westmoreland,129,,,40.334,-79.67,4
15666,Mount Pleasant,Pennsylvania,PA,Westmoreland,129,,,40.1742,-79.5134,4
15668,Murrysville,Pennsylvania,PA,Westmoreland,129,,,40.4467,-79.6842,4
15670,New Alexandria,Pennsylvania,PA,Westmoreland,129,,,40.3987,-79.422,4
15671,New Derry,Pennsylvania,PA,Westmoreland,129,,,40.3494,-79.3225,4
15672,New Stanton,Pennsylvania,PA,Westmoreland,129,,,40.2192,-79.6095,4
15674,Norvelt,Pennsylvania,PA,Westmoreland,129,,,40.216,-79.4872,4
15675,Penn,Pennsylvania,PA,Westmoreland,129,,,40.3301,-79.6413,4
15676,Pleasant Unity,Pennsylvania,PA,Westmoreland,129,,,40.2424,-79.4542,4
15677,Rector,Pennsylvania,PA,Westmoreland,129,,,40.1864,-79.2473,4
15678,Rillton,Pennsylvania,PA,Westmoreland,129,,,40.2872,-79.7262,4
15679,Ruffs Dale,Pennsylvania,PA,Westmoreland,129,,,40.1585,-79.6277,4
15680,Salina,Pennsylvania,PA,Westmoreland,129,,,40.5189,-79.4959,4
15683,Scottdale,Pennsylvania,PA,Westmoreland,129,,,40.1029,-79.593,4
15684,Slickville,Pennsylvania,PA,Westmoreland,129,,,40.4653,-79.5067,4
15685,Southwest,Pennsylvania,PA,Westmoreland,129,,,40.3602,-79.4398,4
15687,Stahlstown,Pennsylvania,PA,Westmoreland,129,,,40.1386,-79.3445,4
15688,Tarrs,Pennsylvania,PA,Westmoreland,129,,,40.1686,-79.5848,4
15689,United,Pennsylvania,PA,Westmoreland,129,,,40.2184,-79.4878,4
15690,Vandergrift,Pennsylvania,PA,Westmoreland,129,,,40.6418,-79.5399,4
15691,Wendel,Pennsylvania,PA,Westmoreland,129,,,40.294,-79.6866,4
15692,Westmoreland City,Pennsylvania,PA,Westmoreland,129,,,40.3294,-79.6806,4
15693,Whitney,Pennsylvania,PA,Westmoreland,129,,,40.2534,-79.4103,4
15695,Wyano,Pennsylvania,PA,Westmoreland,129,,,40.1962,-79.6942,4
15696,Youngstown,Pennsylvania,PA,Westmoreland,129,,,40.2793,-79.3661,4
15697,Youngwood,Pennsylvania,PA,Westmoreland,129,,,40.2395,-79.5823,4
15698,Yukon,Pennsylvania,PA,Westmoreland,129,,,40.2155,-79.6849,4
15779,Torrance,Pennsylvania,PA,Westmoreland,129,,,40.3992,-79.2177,4
15923,Bolivar,Pennsylvania,PA,Westmoreland,129,,,40.3673,-79.1605,4
15944,New Florence,Pennsylvania,PA,Westmoreland,129,,,40.3823,-79.0968,4
15954,Seward,Pennsylvania,PA,Westmoreland,129,,,40.4099,-79.0232,4
18419,Factoryville,Pennsylvania,PA,Wyoming,131,,,41.5762,-75.7652,4
18446,Nicholson,Pennsylvania,PA,Wyoming,131,,,41.6412,-75.7641,4
18615,Falls,Pennsylvania,PA,Wyoming,131,,,41.4667,-75.856,4
18623,Laceyville,Pennsylvania,PA,Wyoming,131,,,41.6662,-76.1426,4
18625,Lake Winola,Pennsylvania,PA,Wyoming,131,,,41.5096,-75.8508,4
18629,Mehoopany,Pennsylvania,PA,Wyoming,131,,,41.5587,-76.1035,4
18630,Meshoppen,Pennsylvania,PA,Wyoming,131,,,41.6392,-76.0155,4
18636,Noxen,Pennsylvania,PA,Wyoming,131,,,41.4181,-76.046,4
18657,Tunkhannock,Pennsylvania,PA,Wyoming,131,,,41.5387,-75.9466,4
17019,Dillsburg,Pennsylvania,PA,York,133,,,40.0964,-77.0339,4
17302,Airville,Pennsylvania,PA,York,133,,,39.821,-76.4012,4
17309,Brogue,Pennsylvania,PA,York,133,,,39.8608,-76.4673,4
17311,Codorus,Pennsylvania,PA,York,133,,,39.8718,-76.7599,4
17312,Craley,Pennsylvania,PA,York,133,,,39.9467,-76.5066,4
17313,Dallastown,Pennsylvania,PA,York,133,,,39.9124,-76.6535,4
17314,Delta,Pennsylvania,PA,York,133,,,39.7518,-76.3441,4
17315,Dover,Pennsylvania,PA,York,133,,,40.0062,-76.8555,4
17317,East Prospect,Pennsylvania,PA,York,133,,,39.9701,-76.5217,4
17318,Emigsville,Pennsylvania,PA,York,133,,,40.0215,-76.7266,4
17319,Etters,Pennsylvania,PA,York,133,,,40.1545,-76.8019,4
17321,Fawn Grove,Pennsylvania,PA,York,133,,,39.751,-76.4392,4
17322,Felton,Pennsylvania,PA,York,133,,,39.836,-76.5937,4
17323,Franklintown,Pennsylvania,PA,York,133,,,40.075,-77.0279,4
17327,Glen Rock,Pennsylvania,PA,York,133,,,39.7813,-76.7477,4
17329,Glenville,Pennsylvania,PA,York,133,,,39.757,-76.8153,4
17331,Hanover,Pennsylvania,PA,York,133,,,39.7943,-76.9812,4
17332,Hanover,Pennsylvania,PA,York,133,,,39.8007,-76.983,4
17333,Hanover,Pennsylvania,PA,York,133,,,39.8007,-76.983,4
17334,Hanover,Pennsylvania,PA,York,133,,,39.805,-76.9736,4
17335,Hanover,Pennsylvania,PA,York,133,,,39.8144,-76.9837,
17339,Lewisberry,Pennsylvania,PA,York,133,,,40.1463,-76.87,4
17342,Loganville,Pennsylvania,PA,York,133,,,39.8536,-76.708,4
17345,Manchester,Pennsylvania,PA,York,133,,,40.0695,-76.7332,4
17347,Mount Wolf,Pennsylvania,PA,York,133,,,40.0711,-76.6966,4
17349,New Freedom,Pennsylvania,PA,York,133,,,39.7423,-76.6841,4
17352,New Park,Pennsylvania,PA,York,133,,,39.76,-76.5042,4
17354,Porters Sideling,Pennsylvania,PA,York,133,,,39.8246,-76.8993,4
17355,Railroad,Pennsylvania,PA,York,133,,,39.7573,-76.6994,4
17356,Red Lion,Pennsylvania,PA,York,133,,,39.9026,-76.6081,4
17358,Rossville,Pennsylvania,PA,York,133,,,39.973,-76.6878,1
17360,Seven Valleys,Pennsylvania,PA,York,133,,,39.8556,-76.7383,4
17361,Shrewsbury,Pennsylvania,PA,York,133,,,39.7601,-76.6748,4
