Zip,Place Name,State,State Short,County,,,,,,
19066,Merion Station,Pennsylvania,PA,Montgomery,91,,,40.003,-75.2503,1
19072,Narberth,Pennsylvania,PA,Montgomery,91,,,40.0177,-75.2594,4
19075,Oreland,Pennsylvania,PA,Montgomery,91,,,40.1132,-75.1869,4
19090,Willow Grove,Pennsylvania,PA,Montgomery,91,,,40.1567,-75.1269,4
19095,Wyncote,Pennsylvania,PA,Montgomery,91,,,40.0867,-75.1524,4
19096,Wynnewood,Pennsylvania,PA,Montgomery,91,,,40,-75.276,4
19126,Philadelphia,Pennsylvania,PA,Montgomery,91,,,40.0568,-75.1379,4
19401,Norristown,Pennsylvania,PA,Montgomery,91,,,40.1245,-75.3304,4
19403,Norristown,Pennsylvania,PA,Montgomery,91,,,40.1496,-75.3796,4
19404,Norristown,Pennsylvania,PA,Montgomery,91,,,40.2119,-75.3559,4
19405,Bridgeport,Pennsylvania,PA,Montgomery,91,,,40.103,-75.3402,4
19406,King Of Prussia,Pennsylvania,PA,Montgomery,91,,,40.0956,-75.3737,4
19407,Audubon,Pennsylvania,PA,Montgomery,91,,,40.2119,-75.3559,4
19408,Eagleville,Pennsylvania,PA,Montgomery,91,,,40.1566,-75.4131,4
19409,Fairview Village,Pennsylvania,PA,Montgomery,91,,,40.1579,-75.3871,4
19415,Eagleville,Pennsylvania,PA,Montgomery,91,,,40.1572,-75.406,4
19422,Blue Bell,Pennsylvania,PA,Montgomery,91,,,40.1576,-75.2799,4
19423,Cedars,Pennsylvania,PA,Montgomery,91,,,40.2174,-75.365,4
19424,Blue Bell,Pennsylvania,PA,Montgomery,91,,,40.1523,-75.2663,4
19426,Collegeville,Pennsylvania,PA,Montgomery,91,,,40.1913,-75.4373,4
19428,Conshohocken,Pennsylvania,PA,Montgomery,91,,,40.0825,-75.3044,4
19429,Conshohocken,Pennsylvania,PA,Montgomery,91,,,40.0793,-75.3016,4
19430,Creamery,Pennsylvania,PA,Montgomery,91,,,40.1851,-75.42,4
19435,Frederick,Pennsylvania,PA,Montgomery,91,,,40.3275,-75.5692,4
19436,Gwynedd,Pennsylvania,PA,Montgomery,91,,,40.2021,-75.2507,4
19437,Gwynedd Valley,Pennsylvania,PA,Montgomery,91,,,40.1811,-75.2579,4
19438,Harleysville,Pennsylvania,PA,Montgomery,91,,,40.2659,-75.3883,4
19440,Hatfield,Pennsylvania,PA,Montgomery,91,,,40.2778,-75.2975,4
19441,Harleysville,Pennsylvania,PA,Montgomery,91,,,40.2795,-75.3871,4
19443,Kulpsville,Pennsylvania,PA,Montgomery,91,,,40.241,-75.3439,4
19444,Lafayette Hill,Pennsylvania,PA,Montgomery,91,,,40.0896,-75.2601,1
19446,Lansdale,Pennsylvania,PA,Montgomery,91,,,40.2378,-75.2955,4
19450,Lederach,Pennsylvania,PA,Montgomery,91,,,40.2119,-75.3559,4
19451,Mainland,Pennsylvania,PA,Montgomery,91,,,40.2119,-75.3559,4
19453,Mont Clare,Pennsylvania,PA,Montgomery,91,,,40.1364,-75.4999,4
19454,North Wales,Pennsylvania,PA,Montgomery,91,,,40.2166,-75.2565,4
19455,North Wales,Pennsylvania,PA,Montgomery,91,,,40.2109,-75.2782,4
19456,Oaks,Pennsylvania,PA,Montgomery,91,,,40.1318,-75.4596,4
19462,Plymouth Meeting,Pennsylvania,PA,Montgomery,91,,,40.1077,-75.2796,4
19464,Pottstown,Pennsylvania,PA,Montgomery,91,,,40.2635,-75.6172,4
19468,Royersford,Pennsylvania,PA,Montgomery,91,,,40.2075,-75.5329,4
19472,Sassamansville,Pennsylvania,PA,Montgomery,91,,,40.3448,-75.5775,4
19473,Schwenksville,Pennsylvania,PA,Montgomery,91,,,40.2471,-75.4602,4
19474,Skippack,Pennsylvania,PA,Montgomery,91,,,40.2251,-75.4031,4
19477,Spring House,Pennsylvania,PA,Montgomery,91,,,40.1839,-75.2327,4
19478,Spring Mount,Pennsylvania,PA,Montgomery,91,,,40.2759,-75.4618,4
19484,Valley Forge,Pennsylvania,PA,Montgomery,91,,,40.2119,-75.3559,1
19486,West Point,Pennsylvania,PA,Montgomery,91,,,40.2033,-75.3019,4
19490,Worcester,Pennsylvania,PA,Montgomery,91,,,40.1929,-75.3576,4
19492,Zieglerville,Pennsylvania,PA,Montgomery,91,,,40.2901,-75.503,1
19525,Gilbertsville,Pennsylvania,PA,Montgomery,91,,,40.3059,-75.5953,4
17821,Danville,Pennsylvania,PA,Montour,93,,,40.9799,-76.6229,4
17822,Danville,Pennsylvania,PA,Montour,93,,,40.9674,-76.6049,4
17884,Washingtonville,Pennsylvania,PA,Montour,93,,,41.0518,-76.6747,4
18001,Lehigh Valley,Pennsylvania,PA,Northampton,95,,,40.6934,-75.4712,1
18002,Lehigh Valley,Pennsylvania,PA,Northampton,95,,,40.6656,-75.4262,1
18003,Lehigh Valley,Pennsylvania,PA,Northampton,95,,,40.6934,-75.4712,1
18013,Bangor,Pennsylvania,PA,Northampton,95,,,40.853,-75.1718,4
18014,Bath,Pennsylvania,PA,Northampton,95,,,40.7551,-75.4086,4
18015,Bethlehem,Pennsylvania,PA,Northampton,95,,,40.6002,-75.3805,4
18016,Bethlehem,Pennsylvania,PA,Northampton,95,,,40.6934,-75.4712,4
18017,Bethlehem,Pennsylvania,PA,Northampton,95,,,40.6622,-75.3903,4
18018,Bethlehem,Pennsylvania,PA,Northampton,95,,,40.6278,-75.3928,4
18020,Bethlehem,Pennsylvania,PA,Northampton,95,,,40.6693,-75.3349,4
18035,Cherryville,Pennsylvania,PA,Northampton,95,,,40.751,-75.5394,4
18038,Danielsville,Pennsylvania,PA,Northampton,95,,,40.7866,-75.5186,4
18040,Easton,Pennsylvania,PA,Northampton,95,,,40.7449,-75.2217,4
18042,Easton,Pennsylvania,PA,Northampton,95,,,40.6516,-75.224,4
18043,Easton,Pennsylvania,PA,Northampton,95,,,40.6884,-75.2207,4
18044,Easton,Pennsylvania,PA,Northampton,95,,,40.6884,-75.2207,4
18045,Easton,Pennsylvania,PA,Northampton,95,,,40.6957,-75.2865,4
18055,Hellertown,Pennsylvania,PA,Northampton,95,,,40.5817,-75.3255,4
18063,Martins Creek,Pennsylvania,PA,Northampton,95,,,40.7825,-75.1735,4
18064,Nazareth,Pennsylvania,PA,Northampton,95,,,40.745,-75.3199,4
18067,Northampton,Pennsylvania,PA,Northampton,95,,,40.6998,-75.4874,4
18072,Pen Argyl,Pennsylvania,PA,Northampton,95,,,40.8518,-75.2701,4
18083,Stockertown,Pennsylvania,PA,Northampton,95,,,40.754,-75.2621,4
18085,Tatamy,Pennsylvania,PA,Northampton,95,,,40.7406,-75.2549,4
18086,Treichlers,Pennsylvania,PA,Northampton,95,,,40.7361,-75.5449,4
18088,Walnutport,Pennsylvania,PA,Northampton,95,,,40.7615,-75.5657,4
18091,Wind Gap,Pennsylvania,PA,Northampton,95,,,40.8169,-75.3264,4
18343,Mount Bethel,Pennsylvania,PA,Northampton,95,,,40.9008,-75.1115,4
18351,Portland,Pennsylvania,PA,Northampton,95,,,40.9214,-75.097,4
17017,Dalmatia,Pennsylvania,PA,Northumberland,97,,,40.6483,-76.8797,4
17730,Dewart,Pennsylvania,PA,Northumberland,97,,,41.1092,-76.8766,4
17749,Mc Ewensville,Pennsylvania,PA,Northumberland,97,,,41.072,-76.8184,1
17772,Turbotville,Pennsylvania,PA,Northumberland,97,,,41.1119,-76.7425,4
17777,Watsontown,Pennsylvania,PA,Northumberland,97,,,41.102,-76.8532,4
17801,Sunbury,Pennsylvania,PA,Northumberland,97,,,40.8551,-76.7776,4
17823,Dornsife,Pennsylvania,PA,Northumberland,97,,,40.7571,-76.7626,4
17824,Elysburg,Pennsylvania,PA,Northumberland,97,,,40.8639,-76.5569,4
17830,Herndon,Pennsylvania,PA,Northumberland,97,,,40.6918,-76.8008,4
17832,Marion Heights,Pennsylvania,PA,Northumberland,97,,,40.8046,-76.4651,4
17834,Kulpmont,Pennsylvania,PA,Northumberland,97,,,40.7933,-76.4744,4
17836,Leck Kill,Pennsylvania,PA,Northumberland,97,,,40.7101,-76.6271,4
17840,Locust Gap,Pennsylvania,PA,Northumberland,97,,,40.7727,-76.4383,4
17847,Milton,Pennsylvania,PA,Northumberland,97,,,41.0168,-76.8398,4
17850,Montandon,Pennsylvania,PA,Northumberland,97,,,40.9661,-76.8575,4
17851,Mount Carmel,Pennsylvania,PA,Northumberland,97,,,40.7955,-76.4195,4
17857,Northumberland,Pennsylvania,PA,Northumberland,97,,,40.9044,-76.7908,4
17860,Paxinos,Pennsylvania,PA,Northumberland,97,,,40.8448,-76.635,4
17865,Potts Grove,Pennsylvania,PA,Northumberland,97,,,40.9937,-76.7891,4
17866,Coal Township,Pennsylvania,PA,Northumberland,97,,,40.7917,-76.5519,1
17867,Rebuck,Pennsylvania,PA,Northumberland,97,,,40.7141,-76.6886,4
17868,Riverside,Pennsylvania,PA,Northumberland,97,,,40.9529,-76.6311,4
17872,Shamokin,Pennsylvania,PA,Northumberland,97,,,40.789,-76.5588,4
17877,Snydertown,Pennsylvania,PA,Northumberland,97,,,40.879,-76.6673,4
17881,Trevorton,Pennsylvania,PA,Northumberland,97,,,40.7819,-76.6702,4
17006,Blain,Pennsylvania,PA,Perry,99,,,40.3293,-77.5117,4
17020,Duncannon,Pennsylvania,PA,Perry,99,,,40.4087,-77.0473,4
17024,Elliottsburg,Pennsylvania,PA,Perry,99,,,40.4096,-77.3121,4
17037,Ickesburg,Pennsylvania,PA,Perry,99,,,40.4363,-77.397,4
17040,Landisburg,Pennsylvania,PA,Perry,99,,,40.3326,-77.3191,4
17045,Liverpool,Pennsylvania,PA,Perry,99,,,40.5753,-77.0083,4
17047,Loysville,Pennsylvania,PA,Perry,99,,,40.3658,-77.4138,4
17053,Marysville,Pennsylvania,PA,Perry,99,,,40.3351,-76.9722,4
17062,Millerstown,Pennsylvania,PA,Perry,99,,,40.5505,-77.1298,4
17068,New Bloomfield,Pennsylvania,PA,Perry,99,,,40.4193,-77.1938,4
17069,New Buffalo,Pennsylvania,PA,Perry,99,,,40.4543,-76.9697,4
17071,New Germantown,Pennsylvania,PA,Perry,99,,,40.309,-77.5697,4
17074,Newport,Pennsylvania,PA,Perry,99,,,40.4827,-77.1659,4
17090,Shermans Dale,Pennsylvania,PA,Perry,99,,,40.3299,-77.1809,4
19019,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19092,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19093,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19099,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9523,-75.1638,4
19101,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19102,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9489,-75.1661,4
19103,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9513,-75.1741,4
19104,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9597,-75.2024,4
19105,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9523,-75.1638,4
19106,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9474,-75.1473,4
19107,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9487,-75.1593,4
19108,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9598,-75.1616,4
19109,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9496,-75.1637,4
19110,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9502,-75.1636,4
19111,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0596,-75.0818,4
19112,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.8893,-75.1782,4
19114,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0634,-74.999,4
19115,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0903,-75.041,4
19116,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.1166,-75.0198,4
19118,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0723,-75.2034,4
19119,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0547,-75.1866,4
19120,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0343,-75.1213,4
19121,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9811,-75.174,4
19122,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.978,-75.1459,4
19123,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.966,-75.151,4
19124,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0178,-75.0895,4
19125,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9788,-75.1262,4
19127,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0275,-75.2242,4
19128,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0402,-75.2231,4
19129,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0118,-75.1861,4
19130,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9677,-75.1735,4
19131,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9845,-75.2282,4
19132,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9954,-75.1698,4
19133,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9925,-75.1415,4
19134,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9925,-75.1133,4
19135,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0247,-75.0518,4
19136,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0422,-75.0244,4
19137,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0008,-75.0727,4
19138,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0568,-75.1569,4
19139,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9612,-75.2303,4
19140,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0118,-75.1456,4
19141,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0365,-75.1451,4
19142,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9223,-75.2338,4
19143,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9448,-75.2288,4
19144,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0338,-75.1731,4
19145,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9227,-75.1812,4
19146,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9379,-75.1794,4
19147,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9362,-75.1563,4
19148,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9207,-75.1595,4
19149,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0369,-75.0664,4
19150,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0726,-75.1706,4
19151,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9772,-75.2545,4
19152,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0606,-75.0471,4
19153,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9055,-75.2444,4
19154,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0897,-74.9781,4
19155,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19160,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19161,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19162,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19170,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19171,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9523,-75.1638,4
19172,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9473,-75.15,4
19173,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9523,-75.1638,4
19175,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9906,-75.1296,4
19176,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9522,-75.1642,4
19177,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19178,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19179,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19181,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19182,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19183,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9523,-75.1638,4
19184,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19185,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19187,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9523,-75.1638,4
19188,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19190,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9484,-75.1442,4
19191,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9523,-75.1638,4
19192,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9511,-75.1676,4
19193,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19194,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19195,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,39.9525,-75.1645,4
19196,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19197,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19244,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
19255,Philadelphia,Pennsylvania,PA,Philadelphia,101,,,40.0018,-75.1179,4
18302,East Stroudsburg,Pennsylvania,PA,Pike,103,,,41.0936,-75.1187,4
18324,Bushkill,Pennsylvania,PA,Pike,103,,,41.1285,-75.0132,4
18328,Dingmans Ferry,Pennsylvania,PA,Pike,103,,,41.24,-74.938,4
18336,Matamoras,Pennsylvania,PA,Pike,103,,,41.3674,-74.7154,4
18337,Milford,Pennsylvania,PA,Pike,103,,,41.3228,-74.8824,4
18340,Millrift,Pennsylvania,PA,Pike,103,,,41.4093,-74.7432,4
18371,Tamiment,Pennsylvania,PA,Pike,103,,,41.1423,-75.0271,4
18425,Greeley,Pennsylvania,PA,Pike,103,,,41.4372,-75.0125,4
18426,Greentown,Pennsylvania,PA,Pike,103,,,41.3321,-75.2819,4
18435,Lackawaxen,Pennsylvania,PA,Pike,103,,,41.482,-74.986,4
18451,Paupack,Pennsylvania,PA,Pike,103,,,41.3962,-75.1963,4
18457,Rowland,Pennsylvania,PA,Pike,103,,,41.4719,-75.0485,4
18458,Shohola,Pennsylvania,PA,Pike,103,,,41.4182,-74.918,4
18464,Tafton,Pennsylvania,PA,Pike,103,,,41.4045,-75.183,4
16720,Austin,Pennsylvania,PA,Potter,105,,,41.6296,-78.0908,4
16746,Roulette,Pennsylvania,PA,Potter,105,,,41.7738,-78.1538,4
16748,Shinglehouse,Pennsylvania,PA,Potter,105,,,41.9572,-78.1906,4
16915,Coudersport,Pennsylvania,PA,Potter,105,,,41.7762,-77.9567,4
16922,Galeton,Pennsylvania,PA,Potter,105,,,41.723,-77.6548,4
16923,Genesee,Pennsylvania,PA,Potter,105,,,41.9401,-77.8725,4
16927,Harrison Valley,Pennsylvania,PA,Potter,105,,,41.9587,-77.6587,4
16937,Mills,Pennsylvania,PA,Potter,105,,,41.9656,-77.7111,4
16941,Genesee,Pennsylvania,PA,Potter,105,,,41.9883,-77.758,4
16948,Ulysses,Pennsylvania,PA,Potter,105,,,41.8459,-77.7126,4
17729,Cross Fork,Pennsylvania,PA,Potter,105,,,41.4737,-77.8095,4
17901,Pottsville,Pennsylvania,PA,Schuylkill,107,,,40.684,-76.2123,4
17921,Ashland,Pennsylvania,PA,Schuylkill,107,,,40.7732,-76.343,4
17922,Auburn,Pennsylvania,PA,Schuylkill,107,,,40.5962,-76.1344,4
17923,Branchdale,Pennsylvania,PA,Schuylkill,107,,,40.6643,-76.3328,4
17925,Brockton,Pennsylvania,PA,Schuylkill,107,,,40.7508,-76.0629,4
17929,Cressona,Pennsylvania,PA,Schuylkill,107,,,40.6284,-76.195,4
17930,Cumbola,Pennsylvania,PA,Schuylkill,107,,,40.7114,-76.1392,4
17931,Frackville,Pennsylvania,PA,Schuylkill,107,,,40.7825,-76.2311,4
17932,Frackville,Pennsylvania,PA,Schuylkill,107,,,40.784,-76.2302,4
17933,Friedensburg,Pennsylvania,PA,Schuylkill,107,,,40.6026,-76.2408,4
17934,Gilberton,Pennsylvania,PA,Schuylkill,107,,,40.7986,-76.2155,4
17935,Girardville,Pennsylvania,PA,Schuylkill,107,,,40.7922,-76.2858,4
17936,Gordon,Pennsylvania,PA,Schuylkill,107,,,40.7489,-76.3355,4
17938,Hegins,Pennsylvania,PA,Schuylkill,107,,,40.6669,-76.4732,4
17941,Klingerstown,Pennsylvania,PA,Schuylkill,107,,,40.6676,-76.6507,4
17943,Lavelle,Pennsylvania,PA,Schuylkill,107,,,40.7634,-76.3827,4
17944,Llewellyn,Pennsylvania,PA,Schuylkill,107,,,40.6729,-76.2791,4
17945,Locustdale,Pennsylvania,PA,Schuylkill,107,,,40.7773,-76.3761,4
17946,Lost Creek,Pennsylvania,PA,Schuylkill,107,,,40.8081,-76.2407,4
17948,Mahanoy City,Pennsylvania,PA,Schuylkill,107,,,40.8123,-76.1396,4
17949,Mahanoy Plane,Pennsylvania,PA,Schuylkill,107,,,40.794,-76.2433,4
17951,Mar Lin,Pennsylvania,PA,Schuylkill,107,,,40.683,-76.2387,4
17952,Mary D,Pennsylvania,PA,Schuylkill,107,,,40.7473,-76.0628,1
17953,Middleport,Pennsylvania,PA,Schuylkill,107,,,40.7331,-76.0858,4
17954,Minersville,Pennsylvania,PA,Schuylkill,107,,,40.6904,-76.2597,4
17957,Muir,Pennsylvania,PA,Schuylkill,107,,,40.5926,-76.5161,4
17959,New Philadelphia,Pennsylvania,PA,Schuylkill,107,,,40.7195,-76.1158,4
17960,New Ringgold,Pennsylvania,PA,Schuylkill,107,,,40.7149,-75.9484,4
17961,Orwigsburg,Pennsylvania,PA,Schuylkill,107,,,40.6431,-76.084,4
17963,Pine Grove,Pennsylvania,PA,Schuylkill,107,,,40.5671,-76.3269,4
17964,Pitman,Pennsylvania,PA,Schuylkill,107,,,40.7049,-76.5233,4
17965,Port Carbon,Pennsylvania,PA,Schuylkill,107,,,40.6977,-76.166,4
17966,Ravine,Pennsylvania,PA,Schuylkill,107,,,40.5745,-76.4038,4
17967,Ringtown,Pennsylvania,PA,Schuylkill,107,,,40.8559,-76.2349,4
17968,Sacramento,Pennsylvania,PA,Schuylkill,107,,,40.6352,-76.6128,4
17970,Saint Clair,Pennsylvania,PA,Schuylkill,107,,,40.7193,-76.1924,4
17972,Schuylkill Haven,Pennsylvania,PA,Schuylkill,107,,,40.6306,-76.17,4
17974,Seltzer,Pennsylvania,PA,Schuylkill,107,,,40.6954,-76.2338,4
17976,Shenandoah,Pennsylvania,PA,Schuylkill,107,,,40.8167,-76.2035,4
17978,Spring Glen,Pennsylvania,PA,Schuylkill,107,,,40.6258,-76.6218,4
17979,Summit Station,Pennsylvania,PA,Schuylkill,107,,,40.5545,-76.2038,4
17980,Tower City,Pennsylvania,PA,Schuylkill,107,,,40.5845,-76.55,4
17981,Tremont,Pennsylvania,PA,Schuylkill,107,,,40.6343,-76.3905,4
17982,Tuscarora,Pennsylvania,PA,Schuylkill,107,,,40.7815,-76.0134,4
17983,Valley View,Pennsylvania,PA,Schuylkill,107,,,40.6445,-76.5448,4
17985,Zion Grove,Pennsylvania,PA,Schuylkill,107,,,40.9141,-76.1931,4
18211,Andreas,Pennsylvania,PA,Schuylkill,107,,,40.7465,-75.8342,4
18214,Barnesville,Pennsylvania,PA,Schuylkill,107,,,40.8138,-76.0611,4
18218,Coaldale,Pennsylvania,PA,Schuylkill,107,,,40.8219,-75.9104,4
18220,Delano,Pennsylvania,PA,Schuylkill,107,,,40.8389,-76.0694,4
18231,Kelayres,Pennsylvania,PA,Schuylkill,107,,,40.9002,-76.0054,4
18237,Mcadoo,Pennsylvania,PA,Schuylkill,107,,,40.8979,-75.9971,4
18241,Nuremberg,Pennsylvania,PA,Schuylkill,107,,,40.9395,-76.1716,4
18242,Oneida,Pennsylvania,PA,Schuylkill,107,,,40.911,-76.1223,4
18245,Quakake,Pennsylvania,PA,Schuylkill,107,,,40.8518,-76.036,4
18248,Sheppton,Pennsylvania,PA,Schuylkill,107,,,40.902,-76.1188,4
18252,Tamaqua,Pennsylvania,PA,Schuylkill,107,,,40.7983,-75.9735,4
19549,Port Clinton,Pennsylvania,PA,Schuylkill,107,,,40.5818,-76.0267,4
17812,Beaver Springs,Pennsylvania,PA,Snyder,109,,,40.7528,-77.2318,4
17813,Beavertown,Pennsylvania,PA,Snyder,109,,,40.7774,-77.1691,4
17827,Freeburg,Pennsylvania,PA,Snyder,109,,,40.765,-76.9395,4
17831,Hummels Wharf,Pennsylvania,PA,Snyder,109,,,40.8344,-76.8354,4
17833,Kreamer,Pennsylvania,PA,Snyder,109,,,40.8031,-76.9639,4
17841,Mc Clure,Pennsylvania,PA,Snyder,109,,,40.6991,-77.3758,1
17842,Middleburg,Pennsylvania,PA,Snyder,109,,,40.7977,-77.0468,4
17843,Beaver Springs,Pennsylvania,PA,Snyder,109,,,40.7462,-77.2094,4
17853,Mount Pleasant Mills,Pennsylvania,PA,Snyder,109,,,40.7237,-77.0135,4
17861,Paxtonville,Pennsylvania,PA,Snyder,109,,,40.7725,-77.0833,4
17862,Penns Creek,Pennsylvania,PA,Snyder,109,,,40.8598,-77.0553,4
17864,Port Trevorton,Pennsylvania,PA,Snyder,109,,,40.6996,-76.9082,4
17870,Selinsgrove,Pennsylvania,PA,Snyder,109,,,40.8224,-76.8683,4
17876,Shamokin Dam,Pennsylvania,PA,Snyder,109,,,40.8459,-76.8224,4
17882,Troxelville,Pennsylvania,PA,Snyder,109,,,40.8031,-77.2053,4
15411,Addison,Pennsylvania,PA,Somerset,111,,,39.7476,-79.3454,4
15424,Confluence,Pennsylvania,PA,Somerset,111,,,39.8129,-79.3567,4
15485,Ursina,Pennsylvania,PA,Somerset,111,,,39.8173,-79.3306,4
15501,Somerset,Pennsylvania,PA,Somerset,111,,,40.0248,-79.0808,4
15502,Hidden Valley,Pennsylvania,PA,Somerset,111,,,40.046,-79.2585,1
15510,Somerset,Pennsylvania,PA,Somerset,111,,,39.9633,-79.0409,4
15520,Acosta,Pennsylvania,PA,Somerset,111,,,40.1104,-79.0689,4
15530,Berlin,Pennsylvania,PA,Somerset,111,,,39.9188,-78.9637,4
15531,Boswell,Pennsylvania,PA,Somerset,111,,,40.1918,-79.0362,4
15532,Boynton,Pennsylvania,PA,Somerset,111,,,39.7673,-79.062,4
15538,Fairhope,Pennsylvania,PA,Somerset,111,,,39.868,-78.8362,4
15540,Fort Hill,Pennsylvania,PA,Somerset,111,,,39.7961,-79.2472,4
15541,Friedens,Pennsylvania,PA,Somerset,111,,,40.011,-78.9033,4
15542,Garrett,Pennsylvania,PA,Somerset,111,,,39.8646,-79.0616,4
15544,Gray,Pennsylvania,PA,Somerset,111,,,40.1377,-79.0926,4
15546,Jenners,Pennsylvania,PA,Somerset,111,,,40.1431,-79.0428,4
15547,Jennerstown,Pennsylvania,PA,Somerset,111,,,40.1595,-79.0616,4
15548,Kantner,Pennsylvania,PA,Somerset,111,,,40.1011,-78.9387,4
